taxon_code,Population,sp_beast2,Disturbance,Elevation,Latitude,Longitude,Endemic class,NCUR_m1,NANC_m1,T_m1,NCUR_m2,NANC_m2,T_m2,NCUR_m3,NANC_m3,T_m3,NCUR_m4,NANC_m4,T_m4,total_loci,mean_missing,Average_Depth
pheidole_colaensis,pheidole_colaensis_vl2,Pheidole.colaensis_EGP0016A08_Fiji,4.6875,913.5625,-17.6866,177.544,endemic,10827001,163736422,72370,5839973,142419052,36792,10301958,35730683,58882,9035616,119326919,73588,2402,0.183988833,452.18
pheidole_fervens,pheidole_fervens_kr,Pheidole.fervens_EGP0019A05_Fiji,3.666666667,496.6666667,-17.2888,179.404,widespread pacific native,104438440,8628731,194,87772111,10359991,165,109671865,9525248,291,72598212,9716546,238,26721,0.170947944,511.47
pheidole_fervens,pheidole_fervens_vl,Pheidole.fervens_EGP0019A05_Fiji,5,300,-18.0592,178.462,widespread pacific native,95242458,9414616,367,82403156,9437780,813,254304421,9504391,715,67225007,8686448,431,5560,0.277583388,248.04
pheidole_kava,pheidole_kava_ga,Pheidole.kava_EGP0027D12_Fiji,5,536.1428571,-17.9879,179.278,endemic,3467414,223263780,127163,755347,187454658,29239,3775488,2355346939,130846,733132,157311105,30176,8515,0.109068031,284.41
pheidole_kava,pheidole_kava_kr,Pheidole.kava_EGP0027D12_Fiji,4.333333333,458.3333333,-17.2905,179.404,endemic,8624653,260462046,82380,8723442,234446235,85732,3257178,2937724078,46241,275018,185135551,5464,12091,0.23354837,106.35
pheidole_megacephala,pheidole_megacephala_ga,Pheidole.megacephala_EGP0019C04_Fiji,4.8,424.2,-17.9879,179.278,Exotic,6621394,368963,45457,9713502,660370,82812,6958286,245224,29383,8357942,395466,48091,2937,0,58.85
pheidole_megacephala,pheidole_megacephala_kv,Pheidole.megacephala_EGP0019C04_Fiji,4,96.33333333,-19.0581,178.169,Exotic,236090232,7742972,1207,201758401,2710066,242,2517141073,6972334,502,166174241,9426400,2006,7859,0.072884591,110.67
pheidole_onifera,pheidole_onifera_bq,Pheidole.onifera_EGP0016H09_Fiji,5,326,-18.409,178.119,endemic,1383184,406327276,94370,1064492,354949613,66050,8336359,4040150695,111369,1163309,287234963,64931,7634,0,119
pheidole_onifera,pheidole_onifera_la,Pheidole.onifera_EGP0016H09_Fiji,5,475,-17.6873,178.825,endemic,2177416,261638654,68715,489337,228268294,26140,3325842,2750967135,78995,208620,190419168,9304,14673,0.216838184,180.67
pheidole_onifera,pheidole_onifera_vl,Pheidole.onifera_EGP0016H09_Fiji,4.333333333,359.6666667,-18.0506,178.417,endemic,1114181,173933055,8250,9359964,147344253,57190,7231727,1897101852,71990,138634,123833231,1377,2287,0.071855415,621.47
pheidole_onifera,pheidole_onifera_vn,Pheidole.onifera_EGP0016H09_Fiji,3,290,-16.6685,179.006,endemic,539877,489051242,199189,527918,418390099,198570,4828826,4318074320,955767,425399,346416857,156922,3176,0,56.43
pheidole_roosevelti,pheidole_roosevelti_ga,Pheidole.roosevelti_EGP0016D06_Fiji,5,549.375,-17.9836,179.277,endemic,601638,296026083,28032,360000,243040375,16541,3558111,3021148134,138209,617052,204105301,27268,10929,0.261719584,76.39
pheidole_roosevelti,pheidole_roosevelti_la,Pheidole.roosevelti_EGP0016D06_Fiji,5,425,-17.6871,178.824,endemic,761610,167953113,60,10392097,145814827,1211,8744907,1852258343,472,8704432,122307896,576,4580,0.234454149,319.27
pheidole_roosevelti,pheidole_roosevelti_vl1,Pheidole.roosevelti_EGP0016D06_Fiji,4.571428571,595.9285714,-18.0558,178.422,endemic,3000266,268348008,178796,5124969,232121539,329017,3178177,2935279680,214607,1275162,181790423,78032,8404,0.210011138,273.53
pheidole_roosevelti,pheidole_roosevelti_vl2,Pheidole.roosevelti_EGP0016D06_Fiji,5,634.6653,-17.8102,178.038,endemic,509916,475463212,157303,517092,417169846,165491,4272194,3820117233,245468,513434,341707104,168529,11257,0.2333212,78.22
pheidole_roosevelti,pheidole_roosevelti_vl3,Pheidole.roosevelti_EGP0016D06_Fiji,5,604.3454,-17.6794,177.542,endemic,9266977,126111902,2104,8762838,107561565,3710,9729355,1371562858,744,476586,90859665,84,13165,0.25123,368.52
pheidole_simplispinosa,pheidole_simplispinosa_kr,Pheidole.simplinosa_EGP0016E11_Fiji,4.75,452.5,-17.3,179.4,endemic,648223,433021272,180307,495064,423261368,162939,3933251,3644637358,233554,703926,332110190,188772,3586,0,113.32
pheidole_simplispinosa,pheidole_simplispinosa_ta,Pheidole.simplinosa_EGP0016E11_Fiji,4.666666667,798.8333333,-16.8409,-179.968,endemic,8855435,158402592,805,2191843,139077908,11679,9204543,1694072097,9552,9102530,113302765,3792,13664,0.255147346,165.32
pheidole_simplispinosa,pheidole_simplispinosa_vn,Pheidole.simplinosa_EGP0016E11_Fiji,4,373.5714286,-16.5753,179.316,endemic,638046,284608812,39847,567617,223566506,137849,3872210,2979313895,196281,761710,191483341,44353,2729,0.133626481,245.02
pheidole_ululevu,pheidole_ululevu_bq,Pheidole.ululevu_EGP0025D07_Fiji,5,254,-18.4042,178.137,endemic,141652971,9390308,8007,121409559,8894649,1954,15286058,9748257,2845,100442685,9740482,1288,18701,0.228229774,182.11
pheidole_ululevu,pheidole_ululevu_ga,Pheidole.ululevu_EGP0025D07_Fiji,4.923076923,482.4615385,-17.9795,179.276,endemic,7246062,198350768,147393,1186841,167650652,28122,3647549,2101100713,85494,466261,139835955,10768,9457,0.227122766,525.96
pheidole_ululevu,pheidole_ululevu_kr,Pheidole.ululevu_EGP0025D07_Fiji,4.666666667,429.1666667,-17.2905,179.404,endemic,2570432,428495499,57059,8535184,359585812,167551,7197847,4377614384,44523,1608886,292697838,36888,3432,0.252214452,97.27
pheidole_ululevu,pheidole_ululevu_kv,Pheidole.ululevu_EGP0025D07_Fiji,4,111.6,-19.0775,178.121,endemic,3328281,203728069,103087,1410136,166079325,42931,2784454,2173477603,89324,970116,139884565,35045,3313,0.174464232,248.34
pheidole_ululevu,pheidole_ululevu_la,Pheidole.ululevu_EGP0025D07_Fiji,5,383.3333333,-17.6871,178.824,endemic,319749,215319870,17149,603407,183026169,135561,4101224,2355657826,189192,1061896,157291157,65728,23886,0.263340152,227.93
pheidole_ululevu,pheidole_ululevu_lk,Pheidole.ululevu_EGP0025D07_Fiji,4,100,-18.2294,-178.779,endemic,8614402,192806945,31251,10221624,162433679,18007,7758902,2017098708,11805,8776493,131946563,12822,19021,0.186798802,318.51
pheidole_ululevu,pheidole_ululevu_ml,Pheidole.ululevu_EGP0025D07_Fiji,5,337.5,-18.5948,179.9,endemic,422152,289492113,34829,755662,225809867,143357,3487512,2897289447,169341,1820384,188258049,87098,17350,0.294664471,205.08
pheidole_ululevu,pheidole_ululevu_ta,Pheidole.ululevu_EGP0025D07_Fiji,4.363636364,375.3636364,-16.8297,-179.887,endemic,179322949,9492745,30391,152510785,10189561,27345,24662324,9969886,3705,126497554,7387282,9524,8420,0.205344418,128.16
pheidole_ululevu,pheidole_ululevu_vl1,Pheidole.ululevu_EGP0025D07_Fiji,4.45,397.25,-18.0506,178.417,endemic,1327673,950394,680,109014526,9030787,3289,93919390,9896594,4144,93940997,10733072,4198,8093,0.213136077,118.22
pheidole_ululevu,pheidole_ululevu_vl2,Pheidole.ululevu_EGP0025D07_Fiji,5,404.334,-18.1167,178.25,endemic,156269777,9814181,45,133590188,9812541,117,112004069,9989424,362,110732621,9620620,163,9976,0.213321,71.71
pheidole_ululevu,pheidole_ululevu_vn,Pheidole.ululevu_EGP0025D07_Fiji,4.285714286,329.7142857,-16.629,179.211,endemic,17508905,10659104,4831,150593711,22589842,846,39410553,8607371,21756,120403451,6792688,4365,11612,0.197692043,501.77
pheidole_umbonata,pheidole_umbonata_bq,Pheidole.umbonata_EGP0016E05_Fiji,5,188,-18.42537,178.12245,widespread pacific native,632093,6806,149912,46552,477,55528,362311,4269,88796,260846,3100,65485,5581,0,129.39
pheidole_umbonata,pheidole_umbonata_kr,Pheidole.umbonata_EGP0016E05_Fiji,4,207.5,-17.2722,179.389,widespread pacific native,25674960,8538403,2283,217244037,9272248,555,63096449,8747221,1685,178706244,8458112,2131,5551,0.146352009,100.55
pheidole_umbonata,pheidole_umbonata_kv,Pheidole.umbonata_EGP0016E05_Fiji,4,94,-19.0775,178.121,widespread pacific native,143943,223,67926,52942,70,141350,63270,96,29205,312155,533,143815,7111,0,88.13
pheidole_umbonata,pheidole_umbonata_lk,Pheidole.umbonata_EGP0016E05_Fiji,5,300,-18.2208,-178.784,widespread pacific native,347547,703,49839,1943254,16559,76871,9696257,10786,43715,3271012,18798,95413,2872,0,70.1
pheidole_umbonata,pheidole_umbonata_ml,Pheidole.umbonata_EGP0016E05_Fiji,5,151.6666667,-18.5948,179.9,widespread pacific native,26827970,8901281,1077,225641829,8318167,430,43227585,7929525,3807,187025237,9190645,1820,16517,0.23643317,122.23
pheidole_umbonata,pheidole_umbonata_ta,Pheidole.umbonata_EGP0016E05_Fiji,4.75,454.25,-16.8283,-179.884,widespread pacific native,1960583,466262,144,161912818,8792773,687,46268811,9181994,7072,136225492,11725165,4260,15954,0.242436589,152.21
pheidole_umbonata,pheidole_umbonata_vl,Pheidole.umbonata_EGP0016E05_Fiji,4.285714286,255.4285714,-18.0666,178.443,widespread pacific native,12369416,8418348,714,104979953,12290422,175,20418682,8929613,424,88319040,9721458,442,12281,0.206994544,299.15
pheidole_umbonata,pheidole_umbonata_vn,Pheidole.umbonata_EGP0016E05_Fiji,3.666666667,281.6666667,-16.7706,179.025,widespread pacific native,13827205,10896865,96,118049170,9549184,165,33046411,9039617,239,98389202,8939381,1770,11264,0.265724876,237.27
pheidole_uncagena,pheidole_uncagena_ta,Pheidole.uncagena_EGP0022C09_Fiji,4.75,1043.25,-16.8433,-179.96,endemic,1224839,276872539,62111,422094,239408673,123377,3497531,3001191349,172737,1489640,200575573,82914,2132,0.16916823,217.92
pheidole_vatu,pheidole_vatu_ga,Pheidole.vatu_EGP0022E11_Fiji,4.75,375.75,-17.978,179.277,endemic,679430,484445147,222216,422719,382793715,116044,4170240,3718701864,268383,349132,338306915,106406,6553,0,98.4
pheidole_vatu,pheidole_vatu_kr,Pheidole.vatu_EGP0022E11_Fiji,5,442.5,-17.2903,179.405,endemic,3027623,419277325,387304,2466291,357017728,308408,5767800,4506476244,730112,349962,296351290,43981,12966,0,58.33
pheidole_vatu,pheidole_vatu_ml,Pheidole.vatu_EGP0022E11_Fiji,5,337.5,-18.5913,179.899,endemic,9698991,414065880,209,9616685,353196046,44907,9848967,4447170925,128,9888521,292864082,144,16816,0,65.34
pheidole_vatu,pheidole_vatu_vl,Pheidole.vatu_EGP0022E11_Fiji,4,400,-18.0666,178.443,endemic,1002798,177285473,15294,1855444,151574451,228522,7645860,1887093908,95087,577039,127373169,7926,3261,0.168915466,726.91
pheidole_vatu,pheidole_vatu_vn,Pheidole.vatu_EGP0022E11_Fiji,3.5,261.5,-16.7164,179.663,endemic,837119,444842083,203641,481547,382938714,118473,4337875,3883312254,220611,776450,312620380,212400,4558,0,108.22
pheidole_wilsoni,pheidole_wilsoni_ga,Pheidole.wilsoni_EGP0023A03_Fiji,5,476.7,-17.978,179.277,endemic,139649441,8349577,5228,122843475,457177,32155,35240835,8396834,5595,100795193,9898479,2690,12835,0.230346708,463.78
pheidole_wilsoni,pheidole_wilsoni_kv,Pheidole.wilsoni_EGP0023A03_Fiji,4.666666667,553.3333333,-19.1183,177.99,endemic,8077307,172514560,48628,3899947,148233813,34108,10188831,1877126728,87559,134223,120236856,852,7166,0.107777468,487.09
pheidole_wilsoni,pheidole_wilsoni_la,Pheidole.wilsoni_EGP0023A03_Fiji,5,383.3333333,-17.6942,178.825,endemic,714335,343994323,74726,629412,286580461,78494,3818794,3432128231,235958,604603,238888034,69109,9300,0.133010753,87.91
pheidole_wilsoni,pheidole_wilsoni_lk,Pheidole.wilsoni_EGP0023A03_Fiji,,,,,endemic,378648623,9726924,143,322974148,9682068,9334,184862867,9677939,137,267805843,9725566,209,7637,0,62.71
pheidole_wilsoni,pheidole_wilsoni_ta,Pheidole.wilsoni_EGP0023A03_Fiji,4.5,230,-16.8297,-179.887,endemic,601154,537128124,279748,475912,427248692,229516,4185342,3786220191,416860,412243,380576630,233812,3936,0,99.86
pheidole_wilsoni,pheidole_wilsoni_vl1,Pheidole.wilsoni_EGP0023A03_Fiji,4.5,230,-18.0589,178.442,endemic,829613,455165159,175417,666912,412227574,140250,4288601,3859083984,730149,628160,324937386,124265,2942,0.189938817,522.58
pheidole_wilsoni,pheidole_wilsoni_vl2,Pheidole.wilsoni_EGP0023A03_Fiji,4.419354839,482.8387097,-17.6703,177.994,endemic,3021660,213625781,70438,3444170,187573359,186959,3380487,2268333660,73455,1570238,148992299,46468,5035,0.165680238,359.71
pheidole_wilsoni,pheidole_wilsoni_vl3,Pheidole.wilsoni_EGP0023A03_Fiji,4.285714286,434.3571429,-17.6181,178.005,endemic,656353,331501553,63957,689018,289378658,165079,4090454,3603839516,413941,362838,239355422,35631,4428,0.14905149,723.95
pheidole_wilsoni,pheidole_wilsoni_vn,Pheidole.wilsoni_EGP0023A03_Fiji,5,300,-16.5505,179.312,endemic,174734601,1383822,17797,150085366,6851511,291579,59489307,8888643,112834,2081572,1359838,17995,4267,0.122233754,697.9
philidris_nagasau,philidris_nagasau_ta,Philidris.nagasau_EGP0068D11_Fiji,4.454545455,572.5454545,-16.8432,-179.966,endemic,145537578,325450,304,123584227,8845820,20549,1563276223,7383823,8218,106216924,9102320,26012,8333,0.088016854,513.28
philidris_nagasau,philidris_nagasau_vn,Philidris.nagasau_EGP0068D11_Fiji,4.111111111,449.3333333,-16.5903,179.316,endemic,476187,341187964,81046,2814795,288742554,413607,4057421,3667820627,548240,676490,238591705,102767,21666,0.157585618,176.96
pristomyrmex_mandibularis,pristomyrmex_mandibularis_ga,Pristomyrmex.mandibularis_EGP0025G10_Fiji,4.888888889,464.1111111,-17.9795,179.276,endemic,130260,27833572,78142,138170,74618754,182425,103361,62752665,67503,235965,69524863,147490,7619,0.27914862,76.82
pristomyrmex_mandibularis,pristomyrmex_mandibularis_kr,Pristomyrmex.mandibularis_EGP0025G10_Fiji,4.25,363.125,-17.2722,179.389,endemic,9900714,279842121,5216,8210322,234663996,83572,8316409,2993578655,1507,12747604,193927391,9336,4722,0.21471834,116.07
pristomyrmex_mandibularis,pristomyrmex_mandibularis_vl,Pristomyrmex.mandibularis_EGP0025G10_Fiji,4.45,499.1,-18.2186,178.014,endemic,1082440,278852081,45432,665287,231962895,124664,4529615,2901677039,129612,1823879,193673801,83248,2006,0.245192992,90.61
pristomyrmex_tsujii,pristomyrmex_tsujii_kr,Pristomyrmex.tsujii_EGP0029E11_Fiji,4.4,479,-17.3122,179.388,endemic,45344,42129113,109244,38439,35807982,294360,55570,51833394,142969,28819,26038075,74899,1494,0,50.13
pristomyrmex_tsujii,pristomyrmex_tsujii_vl,Pristomyrmex.tsujii_EGP0029E11_Fiji,5,690,-18.1167,178.25,endemic,930744,148670293,1023,10422327,129606459,18173,8716905,1594173536,6584,9352798,105363236,8491,2928,0.140084244,177.83
proceratium_relictum,proceratium_relictum_vn,Proceratium.relictum_EGP0091C09_Fiji,4.11111111,355.666667,-16.5928,179.772,endemic,770315,197107961,3939,8824092,165839285,83636,9582376,2166473618,20083,9855236,142594130,22472,1175,0.12,124.05
pseudoponera_stigma,pseudoponera_stigma_ta,Pseudoponera.stigma_EGP0099C08_Fiji,4.125,208.625,-16.8553,-179.889,Exotic,114483428,8890882,636,98459859,9294437,745,1250591871,4648398,269,83369286,12934444,588,4377,0.120830478,307.76
pseudoponera_stigma,pseudoponera_stigma_vn,Pseudoponera.stigma_EGP0099C08_Fiji,4.15384615,224.692308,-16.5329,179.018,Exotic,225403304,1258957,491,196476197,6981314,1436,2438906608,9660735,549,162073253,9115832,659,25683,0.224132695,134.02
rogeria_stigmatica,rogeria_stigmatica_vl,Rogeria.stigmatica_EGP0035C04_Fiji,4.470588235,336.8235294,-18.0589,178.442,widespread pacific native,104849256,9183653,265,90248089,817797,574,1140508056,8717690,898,76173285,7295294,415,3677,0.023971405,319.56
solenopsis_geminata,solenopsis_geminata_vl,Solenopsis.geminata_EGP0035H08_Fiji,3,494.6666667,-17.6686,177.539,Exotic,192064973,8332454,1567,161859388,9026532,340,2104105486,10114696,3509,136355880,8884337,3007,12270,0.062314979,76.19
solenopsis_papuana,solenopsis_papuana_bq,Solenopsis.papuana_EGP0036G03_Fiji,5,188,-18.42537,178.12245,widespread pacific native,291199,333,76708,329178,389,77871,699262,800,179803,274528,447,73054,9284,0.131866341,96.01
solenopsis_papuana,solenopsis_papuana_ga,Solenopsis.papuana_EGP0036G03_Fiji,5,493.5,-17.9827,179.276,widespread pacific native,317424,378,86147,56407,64,67475,533727,707,141317,133771,150,36031,7563,0,92.65
solenopsis_papuana,solenopsis_papuana_kv,Solenopsis.papuana_EGP0036G03_Fiji,4.5,380,-19.0775,178.121,widespread pacific native,198224613,9387926,2590,170830604,9040237,2984,2114753487,9690741,4009,138323198,9321630,3970,30728,0,90.38
solenopsis_papuana,solenopsis_papuana_ml,Solenopsis.papuana_EGP0036G03_Fiji,5,250,-18.5913,179.899,widespread pacific native,206896630,9592113,2515,180056688,7505918,3394,2243530506,8526838,1635,144552691,9784087,659,19707,0.188714961,91.13
solenopsis_papuana,solenopsis_papuana_ta,Solenopsis.papuana_EGP0036G03_Fiji,4,267.5,-16.85,-179.893,widespread pacific native,9888116,167080,92308,9726379,64622,47336,9318052,19157,10191,9726383,118044,64529,12912,0.097437459,61.23
solenopsis_papuana,solenopsis_papuana_vl,Solenopsis.papuana_EGP0036G03_Fiji,4.454545455,357.7727273,-18.0589,178.442,widespread pacific native,92339730,8745953,148,81071791,9748558,148,1006530385,8624120,224,67630214,9376063,681,4337,0,644.42
solenopsis_papuana,solenopsis_papuana_vn,Solenopsis.papuana_EGP0036G03_Fiji,3.888888889,392.3333333,-16.5505,179.312,widespread pacific native,128744139,10211522,664,110533349,9047593,374,1383835346,10605676,962,90169250,9132640,2085,4474,0.095688264,271.69
strumigenys_basiliska,strumigenys_basiliska_ga,Strumigenys.basiliska_EGP0036G12_Fiji,5,510,-17.9827,179.276,endemic,40475,17115762,30239,89267,47829654,191641,92381,23088779,73838,45773,23455886,36488,32414,0.135337506,112.77
strumigenys_basiliska,strumigenys_basiliska_kr,Strumigenys.basiliska_EGP0036G12_Fiji,4.5,382.5,-17.2722,179.389,endemic,1540481,343422950,167613,679027,302026184,288748,5804857,3389684914,238811,325835,247282369,41850,22885,0.227818227,95.42
strumigenys_basiliska,strumigenys_basiliska_ml,Strumigenys.basiliska_EGP0036G12_Fiji,5,337.5,-18.5948,179.9,endemic,824579,396842243,140200,682284,343962521,133871,4631940,3618904892,190769,350734,286863685,72564,8688,0.257912752,101.03
strumigenys_basiliska,strumigenys_basiliska_vl,Strumigenys.basiliska_EGP0036G12_Fiji,4.583333333,387.5,-18.1167,178.25,endemic,8660650,213767237,30613,9126167,177637329,49807,3215832,2257858159,3525,8832655,150939372,48584,21314,0,138.74
strumigenys_basiliska,strumigenys_basiliska_vn,Strumigenys.basiliska_EGP0036G12_Fiji,3.833333333,325,-16.5332,179.018,endemic,391463,357152763,46415,339394,313211843,243155,3928424,3460165876,187342,761999,233975669,62144,17056,0.213214059,93.9
strumigenys_chernovi,strumigenys_chernovi_ga,Strumigenys.chernovi_EGP0037D06_Fiji,4.857142857,476.8571429,-17.9836,179.277,endemic,798303,428235579,215185,434410,384512199,122534,4078526,3626505426,299051,517650,299682842,127769,31935,0.243867261,99.7
strumigenys_chernovi,strumigenys_chernovi_vl,Strumigenys.chernovi_EGP0037D06_Fiji,4.666666667,337.7777778,-18.0167,178.35,endemic,589482,442836217,145122,715895,377702177,211434,4181679,3833834888,267087,371821,302409681,90212,3840,0.227616364,104.79
strumigenys_ekasura,strumigenys_ekasura_ga,Strumigenys.ekasura_EGP0061B04_Fiji,4.666666667,435.6666667,-17.9714,179.272,endemic,544362,536443696,26595,1521017,46045280,76168,4447325,4301054490,97465,381232,375778693,18396,11539,0.238229167,64.55
strumigenys_ekasura,strumigenys_ekasura_kr,Strumigenys.ekasura_EGP0061B04_Fiji,4.333333333,313.3333333,-17.2753,179.374,endemic,553927,332056615,60816,1292120,28473366,13200,3861327,3548760006,18444,468093,238920923,49133,6074,0,88.1
strumigenys_ekasura,strumigenys_ekasura_vl,Strumigenys.ekasura_EGP0061B04_Fiji,4.5,383.3333333,-18.0872,178.331,endemic,876284,443558087,19616,812573,37151470,18814,5626836,3836024758,22624,494556,324373531,12060,5126,0.153473823,116.57
strumigenys_godeffroyi,strumigenys_godeffroyi_ga,Strumigenys.godeffroyi_EGP0061D04_Fiji,4,300,-17.9714,179.272,widespread pacific native,84906,215,62586,220164,681,19740,104481,399,78639,171789,900,126760,2532,0.212446352,93.96
strumigenys_godeffroyi,strumigenys_godeffroyi_kr,Strumigenys.godeffroyi_EGP0061D04_Fiji,4,326.6666,-17.2722,179.389,widespread pacific native,9383306,12740,42911,6493,17,21106,9497947,10213,34148,2227817,19706,86237,7177,0,66.97
strumigenys_godeffroyi,strumigenys_godeffroyi_ml,Strumigenys.godeffroyi_EGP0061D04_Fiji,5,337.5,-18.5948,179.9,widespread pacific native,230114279,9491035,1577,196886684,8508081,505,2468153596,9115306,878,163840868,8703206,1955,16094,0,135.51
strumigenys_godeffroyi,strumigenys_godeffroyi_vl,Strumigenys.godeffroyi_EGP0061D04_Fiji,4.25,280.4,-18.0666,178.443,widespread pacific native,129482747,5267439,196,112128406,10728051,1153,1425484566,9643314,638,91740620,7448252,395,902,0.211714511,560.3
strumigenys_godeffroyi,strumigenys_godeffroyi_vn,Strumigenys.godeffroyi_EGP0061D04_Fiji,4.07692308,283.615385,-16.8038,178.986,widespread pacific native,38715300,8954555,808,164110654,9652756,291,2080120660,8927934,661,130463133,10380133,676,2135,0.055432372,290.93
strumigenys_nidifex,strumigenys_nidifex_kr,Strumigenys.nidifex_EGP0062A08_Fiji,4.6,455,-17.2903,179.405,endemic,830733,635799384,244612,761396,571154254,239122,4017570,3715504326,625047,917099,479813806,278670,33018,0.112997658,208.41
strumigenys_nidifex,strumigenys_nidifex_kv,Strumigenys.nidifex_EGP0062A08_Fiji,5,730,-19.1181,177.988,endemic,662338,483341740,185513,449630,411292871,125501,4922245,4737813909,958339,1555113,341498852,433826,14107,0.264435775,58.4
strumigenys_nidifex,strumigenys_nidifex_vl,Strumigenys.nidifex_EGP0062A08_Fiji,4.28571429,675.714286,-18.0872,178.331,endemic,675822,482900677,222772,448494,401645218,141160,3985272,3717562651,361412,375192,337172769,119465,7065,0.137647976,127.74
strumigenys_rogeri,strumigenys_rogeri_vn,Strumigenys.rogeri_EGP0062E04_Fiji,4.125,358.75,-16.5332,179.018,Exotic,33649426,36908,90400,14605633,15742,40238,1313982,46404,87925,32896663,35746,87821,11461,0,83.7
strumigenys_sulcata,strumigenys_sulcata_kr,Strumigenys.sulcata_EGP0062G05_Fiji,4.66666,480,-17.2905,179.404,endemic,1585199,493455349,547504,1357563,422952932,476607,5394299,4551190183,1017194,392292,351181277,136403,18039,0,111.06
strumigenys_sulcata,strumigenys_sulcata_ta,Strumigenys.sulcata_EGP0062G05_Fiji,5,734,-16.8306,-179.974,endemic,2875382,472591313,892034,201568,4298572,277563,5295962,3457505503,176333,3912140,249385535,262118,21963,0,100.16
strumigenys_sulcata,strumigenys_sulcata_vle,Strumigenys.sulcata_EGP0062G05_Fiji,4.555555556,694.4444444,-17.8102,178.038,endemic,610197,422350415,143644,586498,364683239,142144,4036496,3760299706,337354,373842,308215077,85761,15940,0,156.33
strumigenys_sulcata,strumigenys_sulcata_vlw,Strumigenys.sulcata_EGP0062G05_Fiji,4.4,619.75,-17.6181,178.005,endemic,782820,485516290,283182,419155,388068409,118706,4450739,3953661645,308269,416503,343297495,130223,6899,0.125508155,151.72
strumigenys_trauma,strumigenys_trauma_ga,Strumigenys.trauma_EGP0035F11_Fiji,4.75,403,-17.9796,179.276,endemic,833660,424490450,210815,602866,369251195,164829,4139822,3840044434,244614,342333,305414066,96251,2352,0,142.52
strumigenys_trauma,strumigenys_trauma_kr,Strumigenys.trauma_EGP0035F11_Fiji,4,300,-17.2722,179.389,endemic,861339,417470573,83685,1195706,356510031,116247,8827003,4480402981,845781,3944743,295269650,389512,9146,0,59.68
strumigenys_trauma,strumigenys_trauma_vl,Strumigenys.trauma_EGP0035F11_Fiji,4.4,420,-18.0872,178.331,endemic,3119553,208427146,105462,248141,179530331,166551,2566977,2138832303,74429,195458,145919064,5949,16434,0,245.64
strumigenys_trauma,strumigenys_trauma_vn,Strumigenys.trauma_EGP0035F11_Fiji,3.833333333,341.5,-16.62,179.833,endemic,682215,346640479,66503,686922,291960821,164346,3648918,3274868253,208224,945290,239909653,103860,11534,0.201868078,121.78
tapinoma_melanocephalum,tapinoma_melanocephalum_ga,Tapinoma.melanocephalum_EGP0069D02_Fiji,5,482.3333333,-17.98,179.275,Exotic,1437155,105831,51420,4285022,191385,85207,1179343,152192,90780,1341043,153506,85588,1446,0.208178182,68.42
tapinoma_melanocephalum,tapinoma_melanocephalum_kv,Tapinoma.melanocephalum_EGP0069D02_Fiji,4,94,-19.0775,178.121,Exotic,254705897,6658363,952,211108466,7516500,2795,2628833087,9508580,1675,176062319,1627989,351,14227,0,152.29
tapinoma_melanocephalum,tapinoma_melanocephalum_mc,Tapinoma.melanocephalum_EGP0069D02_Fiji,5,23,-17.3536,178.033,Exotic,177636,193,35987,79343,89,16071,438331,493,87988,571805,663,110729,7796,0.153651507,102.22
tapinoma_melanocephalum,tapinoma_melanocephalum_ta,Tapinoma.melanocephalum_EGP0069D02_Fiji,4.5,663.5,-16.8433,-179.96,Exotic,254187057,8243353,744,208722939,8480609,1180,2670408311,8863160,2506,174971653,835836,175,8677,0,125.4
tapinoma_melanocephalum,tapinoma_melanocephalum_vl,Tapinoma.melanocephalum_EGP0069D02_Fiji,3.888888889,337.3333333,-16.6285,179.208,Exotic,207417127,9075099,1968,470470,519,5690,1920650366,8642311,887,128873850,1267771,135,12791,0.05764977,192.01
tapinoma_melanocephalum,tapinoma_melanocephalum_vn,Tapinoma.melanocephalum_EGP0069D02_Fiji,3,127.3333333,-16.8528,177.467,Exotic,187453208,8962518,1036,156937046,9643582,1554,2248126144,9087179,324,141243833,8908483,81,28159,0.166132437,136.68
tapinoma_minutum,tapinoma_melanocephalum_ys,Tapinoma.minutum_EGP0069G08_Fiji,4.111111111,724.4444444,-17.6211,177.998,Exotic,198315236,8931092,591,171810435,8755115,296,2681754626,9806577,942,176733988,2998879,527,12992,0.161845236,93.4
technomyrmex_vitiensis,tapinoma_minutum_vl,Technomyrmex.vitiensis_EGP0101G03_Fiji,4.222222222,241.3333333,-19.0775,178.121,widespread pacific native,252931334,9214774,614,211149384,8992599,239,1912793777,10169770,1266,124767745,1097419,78,5865,0.152016626,114.98
technomyrmex_vitiensis,technomyrmex_vitiensis_ml,Technomyrmex.vitiensis_EGP0101G03_Fiji,5,144,-18.5913,179.899,widespread pacific native,175389662,9361465,802,291822321,5820349,4360,3410001404,11842772,33724,231307460,7314663,71524,6886,0.200246282,174.93
technomyrmex_vitiensis,technomyrmex_vitiensis_ta,Technomyrmex.vitiensis_EGP0101G03_Fiji,4.222222222,340.1111111,-16.8546,-179.889,widespread pacific native,33583447,9417339,42149,170522,774,23171,170217,369,30974,118499,425,88253,13882,0.234015186,107.79
